,isolate,host,isolation_source,collection_date,env_broad_scale,env_local_scale,env_medium,geo_loc_name,lat_lon,source_uvig,virus_enrich_appr,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,collected_by,sequenced_by,BioSampleModel,experiment_id,SRA_id
SRR23056195,wastewater,SARS-CoV-2,environmental,2022-02-01,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Sarakki",12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056195,SRX19009263
SRR23056194,wastewater,SARS-CoV-2,environmental,2022-02-01,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hulimavu",12.8718 N 77.6022 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056194,SRX19009264
SRR23056193,wastewater,SARS-CoV-2,environmental,2022-02-01,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Bellandur Amani kere",12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,900000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056193,SRX19009265
SRR23056154,wastewater,SARS-CoV-2,environmental,2022-01-31,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056154,SRX19009305
SRR23056049,wastewater,SARS-CoV-2,environmental,2022-01-31,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kadabeesanahalli Ph-I",12.9394 N 77.6952 E,viral single amplified genome (vSAG),ultracentrifugation,500000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056049,SRX19009409
SRR23056158,wastewater,SARS-CoV-2,environmental,2022-01-31,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 1 (248MLD)",12.942076 N 77.654299 E,viral single amplified genome (vSAG),ultracentrifugation,2480000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056158,SRX19009301
SRR23056153,wastewater,SARS-CoV-2,environmental,2022-01-31,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra Ph-I",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056153,SRX19009306
SRR23056157,wastewater,SARS-CoV-2,environmental,2022-01-31,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 2 (60MLD)",12.940295 N 77.65492 E,viral single amplified genome (vSAG),ultracentrifugation,600000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056157,SRX19009302
SRR23056155,wastewater,SARS-CoV-2,environmental,2022-01-31,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabanavara",13.3959 N 76.1914 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056155,SRX19009304
SRR23056051,wastewater,SARS-CoV-2,environmental,2022-01-28,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kempambudhi",12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,10000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056051,SRX19009408
SRR23056052,wastewater,SARS-CoV-2,environmental,2022-01-28,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Agaram",12.9580 N 77.6308 E,viral single amplified genome (vSAG),ultracentrifugation,350000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056052,SRX19009407
SRR23056053,wastewater,SARS-CoV-2,environmental,2022-01-28,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hebbal",13.0354 N 77.5988 E,viral single amplified genome (vSAG),ultracentrifugation,1000000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056053,SRX19009406
SRR23056054,wastewater,SARS-CoV-2,environmental,2022-01-28,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Horamavu Agara",13.0411 N 77.6622 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056054,SRX19009405
SRR23056211,wastewater,SARS-CoV-2,environmental,2022-01-27,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056211,SRX19009247
SRR23056212,wastewater,SARS-CoV-2,environmental,2022-01-27,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056212,SRX19009246
SRR23056213,wastewater,SARS-CoV-2,environmental,2022-01-27,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Jakkur",13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056213,SRX19009245
SRR23056056,wastewater,SARS-CoV-2,environmental,2022-01-27,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mallathahalli",12.9620 N 77.4980 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056056,SRX19009403
SRR23056057,wastewater,SARS-CoV-2,environmental,2022-01-27,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mailasandra Ph-I",12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,750000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056057,SRX19009402
SRR23056059,wastewater,SARS-CoV-2,environmental,2022-01-26,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yele Mallappa Chetti Kere",13.021769 N 77.719837 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056059,SRX19009400
SRR23056055,wastewater,SARS-CoV-2,environmental,2022-01-26,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Jakkur",13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056055,SRX19009404
SRR23056060,wastewater,SARS-CoV-2,environmental,2022-01-26,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K R Puram",13.0170 N 77.7044 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056060,SRX19009399
SRR23056062,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056062,SRX19009397
SRR23056063,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabanavara",13.3959 N 76.1914 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056063,SRX19009396
SRR23056064,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hulimavu",12.8718 N 77.6022 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056064,SRX19009395
SRR23056065,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Bellandur Amani kere",12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,900000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056065,SRX19009394
SRR23056066,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Sarakki",12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056066,SRX19009393
SRR23056215,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056215,SRX19009243
SRR23056214,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056214,SRX19009244
SRR23056061,wastewater,SARS-CoV-2,environmental,2022-01-25,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra Ph-I",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056061,SRX19009398
SRR23056073,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kadabeesanahalli Ph-I",12.9394 N 77.6952 E,viral single amplified genome (vSAG),ultracentrifugation,500000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056073,SRX19009386
SRR23056218,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Jakkur",13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056218,SRX19009240
SRR23056217,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056217,SRX19009241
SRR23056216,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056216,SRX19009242
SRR23056072,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 1 (248MLD)",12.942076 N 77.654299 E,viral single amplified genome (vSAG),ultracentrifugation,2480000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056072,SRX19009387
SRR23056071,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K & C Valley 2 (60MLD)",12.940295 N 77.65492 E,viral single amplified genome (vSAG),ultracentrifugation,600000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056071,SRX19009388
SRR23056070,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Halasuru",12.9817 N 77.6284 E,viral single amplified genome (vSAG),ultracentrifugation,20000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056070,SRX19009389
SRR23056068,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Lalbagh",12.9507 N 77.5848 E,viral single amplified genome (vSAG),ultracentrifugation,15000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056068,SRX19009391
SRR23056067,wastewater,SARS-CoV-2,environmental,2022-01-24,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Cubbon Park",12.9779 N 77.5952 E,viral single amplified genome (vSAG),ultracentrifugation,40000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056067,SRX19009392
SRR23056074,wastewater,SARS-CoV-2,environmental,2022-01-21,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Kempambudhi",12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,10000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056074,SRX19009385
SRR23056076,wastewater,SARS-CoV-2,environmental,2022-01-21,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Horamavu Agara",13.0411 N 77.6622 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056076,SRX19009383
SRR23056219,wastewater,SARS-CoV-2,environmental,2022-01-21,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056219,SRX19009239
SRR23056145,wastewater,SARS-CoV-2,environmental,2022-01-21,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056145,SRX19009313
SRR23056075,wastewater,SARS-CoV-2,environmental,2022-01-21,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Agaram",12.9580 N 77.6308 E,viral single amplified genome (vSAG),ultracentrifugation,350000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056075,SRX19009384
SRR23056147,wastewater,SARS-CoV-2,environmental,2022-01-20,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056147,SRX19009312
SRR23056150,wastewater,SARS-CoV-2,environmental,2022-01-20,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Chikkabegur",12.8867 N 77.6386 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056150,SRX19009309
SRR23056077,wastewater,SARS-CoV-2,environmental,2022-01-20,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mallathahalli",12.9620 N 77.4980 E,viral single amplified genome (vSAG),ultracentrifugation,50000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056077,SRX19009382
SRR23056078,wastewater,SARS-CoV-2,environmental,2022-01-20,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Mailasandra Ph-I",12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,750000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056078,SRX19009381
SRR23056079,wastewater,SARS-CoV-2,environmental,2022-01-20,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Doddabelee 2 (40MLD)",12.8900 N 77.4726 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056079,SRX19009380
SRR23056149,wastewater,SARS-CoV-2,environmental,2022-01-19,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Jakkur",13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056149,SRX19009310
SRR23056148,wastewater,SARS-CoV-2,environmental,2022-01-19,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056148,SRX19009311
SRR23055920,wastewater,SARS-CoV-2,environmental,2022-01-19,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,K R Puram",13.0170 N 77.7044 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055920,SRX19009538
SRR23056081,wastewater,SARS-CoV-2,environmental,2022-01-19,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hebbal",13.0354 N 77.5988 E,viral single amplified genome (vSAG),ultracentrifugation,1000000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23056081,SRX19009378
SRR23055921,wastewater,SARS-CoV-2,environmental,2022-01-19,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yele Mallappa Chetti Kere",13.021769 N 77.719837 E,viral single amplified genome (vSAG),ultracentrifugation,150000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055921,SRX19009537
SRR23055930,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Hulimavu",12.8718 N 77.6022 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055930,SRX19009528
SRR23055922,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Rajacanal",13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,400000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055922,SRX19009536
SRR23055923,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Yelahanka Ph-I",13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,100000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055923,SRX19009535
SRR23055924,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra Ph-I",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055924,SRX19009534
SRR23055925,wastewater,SARS-CoV-2,environmental,2022-01-18,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],"India:Bengaluru,Nagasandra",13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,200000,168,missing,missing,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA","National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,SRR23055925,SRX19009533
