,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,geo_loc_name,isolation_source,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_population,ww_surv_jurisdiction,ww_sample_matrix,ww_sample_type,ww_sample_duration,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,sequenced_by,BioSampleModel,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,isolate,host,env_broad_scale,env_local_scale,env_medium,lat_lon,source_uvig,virus_enrich_appr,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
ERR9862501,2022-06-20,2022-06-20,SAMEA110150020,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_16,2021-04-16,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862501,ERX9407579,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862582,2022-06-20,2022-06-20,SAMEA110150101,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_16,2021-04-16,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862582,ERX9407660,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862667,2022-06-20,2022-06-20,SAMEA110150186,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,19_2021_04_15,2021-04-15,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862667,ERX9407745,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862581,2022-06-20,2022-06-20,SAMEA110150100,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_15,2021-04-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862581,ERX9407659,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862500,2022-06-20,2022-06-20,SAMEA110150019,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_15,2021-04-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862500,ERX9407578,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862753,2022-06-20,2022-06-20,SAMEA110150272,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_04_15,2021-04-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862753,ERX9407831,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862752,2022-06-20,2022-06-20,SAMEA110150271,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,25_2021_04_14,2021-04-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862752,ERX9407830,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862580,2022-06-20,2022-06-20,SAMEA110150099,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,17_2021_04_14,2021-04-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862580,ERX9407658,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862426,2022-06-20,2022-06-20,SAMEA110149945,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:37Z,2022-06-20T04:17:37Z,public,10_2021_04_14,2021-04-14,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862426,ERX9407504,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862499,2022-06-20,2022-06-20,SAMEA110150018,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_14,2021-04-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862499,ERX9407577,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862666,2022-06-20,2022-06-20,SAMEA110150185,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:32Z,2022-06-20T04:17:32Z,public,19_2021_04_14,2021-04-14,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862666,ERX9407744,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
SRR23702785,,,,,,,,,,2021-04-13,,,,,,,,,,,,,,,,,SRR23702785,SRX19564560,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",urban wastewater treatment facility,NICD,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,21-0145,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Uv63rS6JHYxQ
ERR9862813,2022-06-20,2022-06-20,SAMEA110150332,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,17_2021_04_13,2021-04-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862813,ERX9407891,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862829,2022-06-20,2022-06-20,SAMEA110150348,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,10_2021_04_13,2021-04-13,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862829,ERX9407907,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
SRR23702796,,,,,,,,,,2021-04-13,,,,,,,,,,,,,,,,,SRR23702796,SRX19564549,"South Africa: Brickfield Pretreatment, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NICD,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,21-0143,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Nb37hPN6FXn8
ERR9862795,2022-06-20,2022-06-20,SAMEA110150314,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,25_2021_04_13,2021-04-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862795,ERX9407873,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
SRR23702807,,,,,,,,,,2021-04-13,,,,,,,,,,,,,,,,,SRR23702807,SRX19564538,"South Africa: Kwanobuhle Waterwaste, NELSON MANDELA BAY METRO, Eastern Cape",urban wastewater treatment facility,NICD,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,21-0142,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,GXShVLLwr6Mu
ERR9862805,2022-06-20,2022-06-20,SAMEA110150324,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_04_13,2021-04-13,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862805,ERX9407883,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862821,2022-06-20,2022-06-20,SAMEA110150340,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,12_2021_04_13,2021-04-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862821,ERX9407899,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862783,2022-06-20,2022-06-20,SAMEA110150302,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,25_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862783,ERX9407861,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862819,2022-06-20,2022-06-20,SAMEA110150338,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,10_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862819,ERX9407897,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862803,2022-06-20,2022-06-20,SAMEA110150322,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,17_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862803,ERX9407881,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862793,2022-06-20,2022-06-20,SAMEA110150312,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862793,ERX9407871,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862827,2022-06-20,2022-06-20,SAMEA110150346,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862827,ERX9407905,Switzerland: TI - Lugano - CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: TI - Lugano - CDA Lugano,DbVNYFgfttCD
SRR23702746,,,,,,,,,,2021-04-12,,,,,,,,,,,,,,,,,SRR23702746,SRX19564599,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",urban wastewater treatment facility,NICD,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,21-0147,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,JYLuRZpw5mDM
ERR9862811,2022-06-20,2022-06-20,SAMEA110150330,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_04_12,2021-04-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862811,ERX9407889,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862801,2022-06-20,2022-06-20,SAMEA110150320,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862801,ERX9407879,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
ERR9862817,2022-06-20,2022-06-20,SAMEA110150336,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:31Z,2022-06-20T04:17:31Z,public,05_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862817,ERX9407895,Switzerland: TI - Lugano - CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: TI - Lugano - CDA Lugano,DbVNYFgfttCD
ERR9862791,2022-06-20,2022-06-20,SAMEA110150310,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,17_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862791,ERX9407869,Switzerland: GR - Chur - ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: GR - Chur - ARA Chur,AbwAjPQvUPxy
ERR9862809,2022-06-20,2022-06-20,SAMEA110150328,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,10_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862809,ERX9407887,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862854,2022-06-20,2022-06-20,SAMEA110150373,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,25_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862854,ERX9407932,Switzerland: BE - Laupen - ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: BE - Laupen - ARA Sensetal,Hu5yCrjhBVkZ
ERR9862781,2022-06-20,2022-06-20,SAMEA110150300,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_04_11,2021-04-11,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862781,ERX9407859,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862852,2022-06-20,2022-06-20,SAMEA110150371,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,19_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862852,ERX9407930,Switzerland: SG - Altenrhein - ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: SG - Altenrhein - ARA Altenrhein,WFkcdbxxH8cK
ERR9862807,2022-06-20,2022-06-20,SAMEA110150326,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,05_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.0096,8.9177,TI - Lugano - CDA Lugano,virus,Swiss SARS-CoV-2 Wastewater Surveillance,05_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862807,ERX9407885,Switzerland: TI - Lugano - CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: TI - Lugano - CDA Lugano,DbVNYFgfttCD
ERR9862799,2022-06-20,2022-06-20,SAMEA110150318,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,10_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862799,ERX9407877,Switzerland: ZH - Zürich - ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: ZH - Zürich - ARA Werdhölzli,CRHmLs52ev4j
ERR9862789,2022-06-20,2022-06-20,SAMEA110150308,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,12_2021_04_10,2021-04-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_04_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-23,ERR9862789,ERX9407867,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
