,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id
ERR9862389,2022-06-20,2022-06-20,SAMEA110149908,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_03_01,2021-03-01,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862389,ERX9407467
ERR9862543,2022-06-20,2022-06-20,SAMEA110150062,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_01,2021-03-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862543,ERX9407621
ERR9862715,2022-06-20,2022-06-20,SAMEA110150234,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_03_01,2021-03-01,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862715,ERX9407793
ERR9862629,2022-06-20,2022-06-20,SAMEA110150148,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_01,2021-03-01,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_01,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862629,ERX9407707
ERR9862461,2022-06-20,2022-06-20,SAMEA110149980,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,12_2021_02_28,2021-02-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862461,ERX9407539
ERR9862714,2022-06-20,2022-06-20,SAMEA110150233,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_02_28,2021-02-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862714,ERX9407792
ERR9862388,2022-06-20,2022-06-20,SAMEA110149907,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_28,2021-02-28,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862388,ERX9407466
ERR9862542,2022-06-20,2022-06-20,SAMEA110150061,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_02_28,2021-02-28,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862542,ERX9407620
ERR9862628,2022-06-20,2022-06-20,SAMEA110150147,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_02_28,2021-02-28,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_28,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862628,ERX9407706
ERR9862627,2022-06-20,2022-06-20,SAMEA110150146,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_27,2021-02-27,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862627,ERX9407705
ERR9862713,2022-06-20,2022-06-20,SAMEA110150232,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_02_27,2021-02-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862713,ERX9407791
ERR9862460,2022-06-20,2022-06-20,SAMEA110149979,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,12_2021_02_27,2021-02-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862460,ERX9407538
ERR9862541,2022-06-20,2022-06-20,SAMEA110150060,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_02_27,2021-02-27,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862541,ERX9407619
ERR9862387,2022-06-20,2022-06-20,SAMEA110149906,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_27,2021-02-27,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_27,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862387,ERX9407465
ERR9862712,2022-06-20,2022-06-20,SAMEA110150231,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_02_26,2021-02-26,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862712,ERX9407790
ERR9862540,2022-06-20,2022-06-20,SAMEA110150059,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_02_26,2021-02-26,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862540,ERX9407618
ERR9862626,2022-06-20,2022-06-20,SAMEA110150145,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_26,2021-02-26,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862626,ERX9407704
ERR9862459,2022-06-20,2022-06-20,SAMEA110149978,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,12_2021_02_26,2021-02-26,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862459,ERX9407537
ERR9862386,2022-06-20,2022-06-20,SAMEA110149905,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_26,2021-02-26,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_26,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862386,ERX9407464
ERR9862711,2022-06-20,2022-06-20,SAMEA110150230,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_02_25,2021-02-25,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862711,ERX9407789
ERR9862458,2022-06-20,2022-06-20,SAMEA110149977,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,12_2021_02_25,2021-02-25,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862458,ERX9407536
ERR9862625,2022-06-20,2022-06-20,SAMEA110150144,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_25,2021-02-25,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862625,ERX9407703
ERR9862385,2022-06-20,2022-06-20,SAMEA110149904,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_25,2021-02-25,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_25,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862385,ERX9407463
ERR9862384,2022-06-20,2022-06-20,SAMEA110149903,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_24,2021-02-24,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_24,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862384,ERX9407462
ERR9862538,2022-06-20,2022-06-20,SAMEA110150057,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_24,2021-02-24,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_24,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862538,ERX9407616
ERR9862710,2022-06-20,2022-06-20,SAMEA110150229,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_02_24,2021-02-24,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_24,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862710,ERX9407788
ERR9862624,2022-06-20,2022-06-20,SAMEA110150143,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_24,2021-02-24,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_24,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862624,ERX9407702
ERR9862457,2022-06-20,2022-06-20,SAMEA110149976,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_24,2021-02-24,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_24,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862457,ERX9407535
ERR9862383,2022-06-20,2022-06-20,SAMEA110149902,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_23,2021-02-23,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_23,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862383,ERX9407461
ERR9862537,2022-06-20,2022-06-20,SAMEA110150056,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_23,2021-02-23,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_23,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862537,ERX9407615
ERR9862709,2022-06-20,2022-06-20,SAMEA110150228,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_23,2021-02-23,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_23,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862709,ERX9407787
ERR9862623,2022-06-20,2022-06-20,SAMEA110150142,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_23,2021-02-23,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_23,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862623,ERX9407701
ERR9862456,2022-06-20,2022-06-20,SAMEA110149975,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_23,2021-02-23,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_23,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862456,ERX9407534
ERR9862382,2022-06-20,2022-06-20,SAMEA110149901,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_22,2021-02-22,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_22,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862382,ERX9407460
ERR9862708,2022-06-20,2022-06-20,SAMEA110150227,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_22,2021-02-22,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_22,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862708,ERX9407786
ERR9862536,2022-06-20,2022-06-20,SAMEA110150055,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_22,2021-02-22,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_22,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862536,ERX9407614
ERR9862455,2022-06-20,2022-06-20,SAMEA110149974,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_22,2021-02-22,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_22,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862455,ERX9407533
ERR9862622,2022-06-20,2022-06-20,SAMEA110150141,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_22,2021-02-22,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_22,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862622,ERX9407700
ERR9862454,2022-06-20,2022-06-20,SAMEA110149973,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_21,2021-02-21,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_21,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862454,ERX9407532
ERR9862621,2022-06-20,2022-06-20,SAMEA110150140,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_21,2021-02-21,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_21,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862621,ERX9407699
ERR9862707,2022-06-20,2022-06-20,SAMEA110150226,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_21,2021-02-21,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_21,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862707,ERX9407785
ERR9862381,2022-06-20,2022-06-20,SAMEA110149900,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_21,2021-02-21,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_21,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862381,ERX9407459
ERR9862534,2022-06-20,2022-06-20,SAMEA110150053,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_20,2021-02-20,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_20,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862534,ERX9407612
ERR9862380,2022-06-20,2022-06-20,SAMEA110149899,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_20,2021-02-20,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_20,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862380,ERX9407458
ERR9862453,2022-06-20,2022-06-20,SAMEA110149972,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_20,2021-02-20,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_20,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862453,ERX9407531
ERR9862706,2022-06-20,2022-06-20,SAMEA110150225,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_20,2021-02-20,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_20,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862706,ERX9407784
ERR9862620,2022-06-20,2022-06-20,SAMEA110150139,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_20,2021-02-20,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_20,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862620,ERX9407698
ERR9862619,2022-06-20,2022-06-20,SAMEA110150138,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_19,2021-02-19,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_19,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862619,ERX9407697
ERR9862705,2022-06-20,2022-06-20,SAMEA110150224,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_19,2021-02-19,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_19,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862705,ERX9407783
ERR9862379,2022-06-20,2022-06-20,SAMEA110149898,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_19,2021-02-19,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_19,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862379,ERX9407457
ERR9862452,2022-06-20,2022-06-20,SAMEA110149971,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_19,2021-02-19,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_19,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862452,ERX9407530
ERR9862532,2022-06-20,2022-06-20,SAMEA110150051,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_18,2021-02-18,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_18,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862532,ERX9407610
ERR9862704,2022-06-20,2022-06-20,SAMEA110150223,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_18,2021-02-18,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_18,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862704,ERX9407782
ERR9862378,2022-06-20,2022-06-20,SAMEA110149897,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_18,2021-02-18,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_18,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862378,ERX9407456
